apply_country,filing_year,assignee_country,cnt
KR,2008,FR,183
RU,2008,DE,183
US,1992,FR,183
BR,2019,DE,182
KR,2018,GB,182
PL,2017,US,182
RU,2009,FR,182
AU,2020,CA,181
BR,1994,US,181
CA,2023,CN,181
CN,2007,NL,181
DE,2002,IT,181
ES,2014,FR,181
BR,2012,GB,180
BR,2018,FR,180
DE,2001,IT,180
ES,2016,US,180
MY,2013,US,180
MY,2015,JP,180
PH,2017,JP,180
PL,2020,DE,180
AU,2015,FR,179
GB,1993,JP,179
RU,2012,JP,179
TW,1992,US,179
TW,2008,KR,179
AT,2000,FR,178
KR,2007,FR,178
BR,2018,CN,177
CA,2014,CH,177
DK,2018,US,177
FR,1998,DE,177
HK,2005,US,177
KR,1992,US,177
MX,1996,US,177
MY,2011,US,177
PL,2006,US,177
PL,2007,DE,177
RU,2006,DE,177
US,1990,FR,177
US,1991,FR,177
AU,2019,CH,176
CN,1998,KR,176
DE,2008,KR,176
DK,2005,US,176
FR,2013,DE,176
HK,2009,US,176
NO,1996,US,176
AU,2006,DE,175
BR,2006,JP,175
BR,2016,GB,175
CA,2000,GB,175
FR,2002,DE,175
KR,2010,NL,175
RU,2015,JP,175
AR,2010,US,174
AU,2022,DE,174
BR,2021,DE,174
DE,2003,GB,174
DK,2004,US,174
DK,2007,DE,174
FR,2004,DE,174
MX,2016,JP,174
NO,2007,US,174
AR,2012,US,173
AT,2002,JP,173
BR,2013,CH,173
CA,2001,GB,173
DE,1999,CH,173
KR,2013,GB,173
KR,2022,GB,173
PL,2007,US,173
PL,2016,KR,173
PL,2018,US,173
RU,2016,JP,173
US,2003,NL,173
CA,2016,NL,172
CN,1995,DE,172
CN,2002,NL,172
MX,1995,US,172
MY,2016,JP,172
TW,2020,DE,172
AR,2009,US,171
AT,2008,US,171
FI,1994,DE,171
GB,1992,JP,171
MY,2011,JP,171
BR,2004,DE,170
CA,2008,CH,170
CA,2012,CN,170
CA,2018,GB,170
DE,1994,GB,170
GB,1995,JP,170
RU,2018,JP,170
TW,2007,DE,170
US,2001,GB,170
AU,2005,JP,169
CA,2022,GB,169
GB,1994,US,169
KR,1991,US,169
RU,2010,JP,169
RU,2013,JP,169
AR,2007,US,168
AT,2001,JP,168
AU,2010,FR,168
BR,1993,US,168
DE,2003,CH,168
MX,2011,DE,168
PL,2015,FR,168
RU,2011,FR,168
US,2004,CH,168
ZA,2022,US,168
AU,2004,JP,167
AU,2006,JP,167
CN,2006,GB,167
DE,1991,GB,167
DE,2000,IT,167
RU,2015,FR,167
ES,2005,DE,166
SG,2018,JP,166
AR,2006,US,165
AU,2015,CN,165
AU,2016,CH,165
CA,1990,FR,165
DE,2005,KR,165
DE,2006,CH,165
KR,2002,US,165
LU,2021,CN,165
SG,2019,JP,165
BR,1992,US,164
CA,2015,DK,164
GB,2022,US,164
PH,2020,US,164
RU,2017,DE,164
BR,2014,CN,163
BR,2015,CH,163
CN,2001,NL,163
CN,2007,GB,163
GB,1993,US,163
RU,2013,FR,163
AT,2003,JP,162
BR,2011,GB,162
CL,2019,US,162
CN,2004,GB,162
DE,1999,SE,162
GB,1995,US,162
GB,1998,US,162
KR,2011,CN,162
PL,1998,US,162
AU,2018,CH,161
BR,2016,CN,161
CA,2003,GB,161
DE,1998,CH,161
DE,2000,NL,161
DE,2016,AT,161
DK,2006,DE,161
HK,2006,US,161
MX,2011,JP,161
ZA,2020,US,161
AU,2014,CN,160
BR,2013,CN,160
DE,2004,CH,160
HK,2010,US,160
HU,1998,US,160
MX,2017,JP,160
AR,2008,US,159
AT,2002,FR,159
AU,2023,ID,159
DE,1994,IT,159
DE,2007,CH,159
DK,2002,DE,159
PL,2022,KR,159
BR,2005,KR,158
CA,2005,GB,158
CA,2023,FR,158
DE,2009,KR,158
DE,2013,AT,158
ES,2012,JP,158
GB,1998,JP,158
GB,2019,CN,158
IL,2010,US,158
IL,2021,DE,158
RU,2012,FR,158
US,1999,FR,158
AR,2005,US,157
AR,2018,US,157
CA,1992,FR,157
DE,1992,CH,157
DE,1998,CA,157
DE,2017,AT,157
IN,2013,JP,157
MY,2014,JP,157
AR,2011,US,156
BR,2015,CN,156
CA,2013,NL,156
CL,2018,US,156
CN,1990,US,156
CN,1996,FR,156
DE,1997,SE,156
DK,1991,US,156
FR,2012,DE,156
MY,2012,US,156
TW,2003,DE,156
AR,2015,US,155
AT,2004,JP,155
BR,2010,GB,155
CA,2010,CN,155
CL,2017,US,155
DK,2003,US,155
GB,1992,US,155
MY,2015,US,155
NO,2003,DE,155
RU,2005,US,155
SG,2014,JP,155
BR,2005,JP,154
CA,1991,FR,154
DE,1993,NL,154
DE,1998,SE,154
FI,1993,DE,154
HK,2004,US,154
HK,2011,US,154
KR,2006,FR,154
MY,2014,US,154
NO,2002,DE,154
US,1995,CA,154
AU,2017,CH,153
AU,2022,FR,153
AU,2023,GB,153
BR,2000,DE,153
BR,2019,FR,153
DE,1998,NL,153
DE,2004,KR,153
GB,2000,JP,153
RU,2007,FR,153
ES,2002,US,152
FI,1996,US,152
MX,2021,DE,152
PH,2019,US,152
PL,2001,US,152
RU,2015,DE,152
AR,1999,US,151
DE,1996,IT,151
DE,1997,NL,151
DE,2004,IT,151
FR,2000,DE,151
FR,2005,DE,151
PH,2016,JP,151
AU,2017,KR,150
AU,2023,KR,150
BR,2013,SE,150
BR,2014,GB,150
CA,2023,DE,150
DE,1992,IT,150
DE,2000,SE,150
DE,2008,FR,150
HK,2007,US,150
IN,2010,US,150
MX,1997,US,150
MX,2009,DE,150
MY,2009,US,150
PL,2002,US,150
RU,2014,JP,150
SG,2016,JP,150
AR,2014,US,149
AU,2023,DE,149
BR,2021,JP,149
CN,2005,GB,149
FR,2011,DE,149
NL,2021,CN,149
AT,2001,FR,148
BR,2011,SE,148
BR,2016,CH,148
CA,2002,GB,148
CA,2017,CH,148
CL,2023,US,148
DE,2001,NL,148
HU,1994,US,148
KR,2003,DE,148
MX,2010,DE,148
MY,2017,JP,148
NL,2020,CN,148
PL,2014,FR,148
TW,2004,KR,148
AR,2016,US,147
AU,2012,CN,147
BR,2010,CA,147
BR,2016,NL,147
DE,1999,CA,147
GB,1994,JP,147
IN,2012,JP,147
KR,1990,US,147
KR,2017,GB,147
NO,1998,DE,147
CA,2005,KR,146
CL,2012,US,146
CL,2015,US,146
DE,1994,SE,146
DE,1997,IT,146
DE,2002,NL,146
ES,2009,JP,146
KR,2015,CH,146
PH,2015,JP,146
PL,2021,DE,146
US,1995,GB,146
US,1997,CA,146
US,2003,IT,146
AU,2019,CA,145
CA,2011,FI,145
CN,2003,GB,145
GB,1991,US,145
HU,2020,CN,145
KR,2023,GB,145
US,2004,IT,145
ZA,2021,US,145
AU,2016,CA,144
AU,2018,NL,144
CA,2000,AU,144
CA,2020,CH,144
CN,1997,KR,144
DE,2000,CA,144
DE,2018,AT,144
DK,1992,US,144
FI,1995,DE,144
RU,2004,US,144
RU,2006,JP,144
US,1997,KR,144
BR,2013,GB,143
BR,2017,GB,143
CA,1993,FR,143
CA,2011,NL,143
CN,1994,DE,143
DE,2001,AT,143
DE,2022,IN,143
HU,2015,US,143
RU,2007,JP,143
AR,2019,US,142
CN,2001,FR,142
DE,1996,NL,142
GB,2015,JP,142
GB,2018,CN,142
HK,2016,US,142
PH,2019,JP,142
RU,2017,CN,142
AR,1998,US,141
AU,2013,FR,141
CA,2018,CH,141
DE,1991,NL,141
DE,1998,IT,141
DE,1999,NL,141
DE,2003,NL,141
ES,2017,US,141
HU,2001,US,141
KR,2010,GB,141
US,1991,CA,141
US,2000,KR,141
BR,1999,DE,140
CA,1999,GB,140
CA,2012,DK,140
DE,1991,IT,140
DE,2011,AT,140
DK,2004,DE,140
ES,2010,JP,140
KR,2011,GB,140
KR,2021,CH,140
PL,2005,US,140
SG,2011,JP,140
US,2001,TW,140
DE,2010,AT,139
FR,2003,JP,139
KR,2018,CA,139
MX,2016,DE,139
PL,2001,DE,139
PL,2012,FR,139
TW,2013,CN,139
US,2001,CH,139
ZA,2016,US,139
AT,1999,FR,138
BR,2003,DE,138
CN,2000,FR,138
ES,2007,FR,138
HU,2000,US,138
NO,2006,US,138
PL,2004,DE,138
RU,2014,FR,138
US,2003,CH,138
CA,2011,AU,137
CZ,1997,DE,137
IN,2014,US,137
MA,2021,CN,137
RU,2016,DE,137
AU,2009,FR,136
AU,2018,CA,136
BR,2009,GB,136
BR,2020,FR,136
DE,2010,CH,136
ES,2011,JP,136
GB,2002,JP,136
HK,2003,US,136
KR,2012,CN,136
MY,2018,JP,136
PL,1995,US,136
AT,2000,JP,135
AU,2018,KR,135
BR,2004,FR,135
CL,2013,US,135
CL,2022,US,135
DE,1998,AT,135
DE,1999,KR,135
ES,2013,JP,135
FR,2019,JP,135
HU,1994,DE,135
HU,2012,US,135
IL,2008,US,135
PH,2014,US,135
PH,2018,US,135
PL,2003,DE,135
US,1996,CA,135
AU,2013,GB,134
BR,1990,US,134
BR,2011,ES,134
BR,2017,CH,134
DE,1999,IT,134
ES,2018,DE,134
NO,2001,DE,134
TW,2012,CH,134
DE,1990,IT,133
DE,1995,IT,133
DE,2004,GB,133
DK,2005,DE,133
MY,2013,JP,133
PT,2014,US,133
PT,2015,US,133
TW,1993,JP,133
TW,1994,JP,133
US,1998,CA,133
AT,2005,JP,132
BR,2002,DE,132
CN,1999,FR,132
DK,1999,US,132
GB,1996,JP,132
KR,2004,FR,132
MX,2015,FR,132
MY,2017,US,132
PT,2013,US,132
SG,2015,JP,132
AU,2003,DE,131
CA,2005,AU,131
CA,2021,DK,131
CL,2021,US,131
DE,2009,AT,131
DK,2000,DE,131
ES,2004,DE,131
FR,2006,DE,131
FR,2019,DE,131
HK,1998,JP,131
HU,1995,US,131
KR,1997,US,131
NO,2008,US,131
PT,2010,US,131
AU,2011,GB,130
BR,2013,IT,130
CO,2019,US,130
DE,1990,GB,130
DE,1995,SE,130
HU,1999,US,130
TW,2018,HK,130
AR,2000,US,129
DE,2003,CA,129
DE,2011,CH,129
NO,1999,DE,129
PL,2009,FR,129
PL,2019,US,129
CA,2021,IT,128
CL,2014,US,128
FR,2005,JP,128
FR,2017,JP,128
GB,1996,US,128
HU,2017,KR,128
HU,2019,CN,128
PL,2004,US,128
PL,2010,FR,128
PT,2013,DE,128
US,1990,CA,128
CA,2006,NL,127
CN,1991,US,127
CN,1997,FR,127
DK,2001,US,127
MX,2008,DE,127
MX,2012,JP,127
MY,2008,US,127
PL,2005,DE,127
SG,2013,JP,127
US,1992,CA,127
US,1993,CA,127
US,1996,GB,127
AU,2013,CH,126
BR,1991,US,126
BR,2010,CN,126
BR,2011,CN,126
CA,1996,GB,126
CA,2006,CH,126
CA,2012,IT,126
CA,2015,NL,126
CL,2016,US,126
CN,1998,FR,126
DE,2003,AT,126
DE,2020,AT,126
DK,1998,US,126
FR,1999,DE,126
FR,2002,JP,126
FR,2014,DE,126
AR,2017,US,125
CA,2010,KR,125
CL,2023,CN,125
DE,1992,NL,125
DE,1994,NL,125
DE,1997,CA,125
DE,2005,CH,125
DE,2005,IT,125
GB,2012,JP,125
IL,2009,US,125
KR,2010,CH,125
MX,2015,CH,125
AT,2000,GB,124
AU,2005,DE,124
AU,2015,GB,124
BR,2012,IT,124
CA,2013,FI,124
CN,2003,CA,124
DE,2007,AT,124
DE,2019,AT,124
DK,2000,US,124
FR,1993,DE,124
FR,1995,DE,124
MX,1998,US,124
MX,1999,US,124
PL,2018,FR,124
RU,2018,US,124
TW,2019,DE,124
AT,2001,GB,123
AT,2009,FR,123
AU,2012,GB,123
AU,2017,CA,123
BR,2012,KR,123
CA,2012,NL,123
CN,2000,AU,123
CN,2005,CA,123
CN,2006,CH,123
DE,2006,TW,123
DK,1994,US,123
FI,1991,DE,123
GB,1997,JP,123
KR,2013,CH,123
NO,1994,DE,123
PL,1998,DE,123
PL,2016,FR,123
RU,2006,FR,123
AU,2011,CH,122
BR,2012,SE,122
BR,2017,SE,122
CA,1995,FR,122
DE,2001,SE,122
DK,1990,DE,122
DK,1992,DE,122
DK,1993,US,122
DK,2001,DE,122
FR,1997,DE,122
GB,1999,JP,122
HU,1993,US,122
HU,2016,US,122
KR,2020,CH,122
MX,2013,FR,122
PL,1996,US,122
PL,1997,US,122
RU,2003,US,122
SG,2020,US,122
US,2000,GB,122
CA,1994,FR,121
CZ,1993,DE,121
DE,2016,CN,121
DE,2019,CN,121
GB,1995,DE,121
GB,1998,DE,121
IN,2014,JP,121
PH,2011,US,121
PL,2002,DE,121
SG,2019,CN,121
ZA,2014,DE,121
AU,2000,US,120
AU,2012,CH,120
AU,2015,CH,120
BR,2014,NL,120
CA,2011,CN,120
CN,2000,NL,120
DE,2017,GB,120
DK,1995,DE,120
DK,1999,DE,120
DK,2002,US,120
ID,1998,US,120
KR,2010,CN,120
KR,2017,SE,120
US,1994,CA,120
AR,2021,US,119
AU,2013,CN,119
BR,2015,SE,119
CN,2004,CA,119
DE,2000,AT,119
DK,1995,US,119
MX,2015,CN,119
NO,1995,DE,119
PT,2011,US,119
AU,2012,FR,118
BR,1998,DE,118
CA,2023,JP,118
CN,2003,CH,118
DE,1992,SE,118
DE,2017,CN,118
DK,1996,DE,118
ES,2006,JP,118
HK,2002,US,118
ID,1999,US,118
KR,2012,CH,118
AT,2002,GB,117
AU,2011,FR,117
BR,2008,CH,117
BR,2009,CH,117
BR,2020,GB,117
CA,2017,DK,117
DE,1995,NL,117
DE,2001,CA,117
DE,2002,AT,117
DE,2003,KR,117
DE,2008,CH,117
HU,1996,US,117
MY,2007,US,117
NO,2004,US,117
TW,2004,DE,117
US,1999,CA,117
AU,2010,GB,116
BR,2008,GB,116
BR,2015,GB,116
CA,2002,CH,116
CA,2016,FI,116
CA,2019,CH,116
CN,2002,GB,116
CN,2007,CH,116
ES,2014,JP,116
FR,2000,JP,116
HU,1997,US,116
MY,2010,JP,116
NO,1996,DE,116
PL,1997,DE,116
PL,2015,JP,116
SG,2012,JP,116
SG,2018,CN,116
US,2001,NL,116
US,2002,IT,116
ZA,2011,DE,116
CA,2009,KR,115
CA,2014,NL,115
CN,2001,GB,115
CZ,1994,DE,115
CZ,1998,US,115
DE,1991,CH,115
DE,1996,SE,115
DE,1997,KR,115
DK,1994,DE,115
DK,2014,FR,115
FR,1994,DE,115
HU,1992,US,115
MY,2019,JP,115
PH,2014,JP,115
PT,2012,DE,115
AR,2020,US,114
AT,2007,JP,114
AU,2004,DE,114
BR,2010,IT,114
BR,2015,NL,114
BR,2018,CH,114
CA,2007,CH,114
CA,2022,IT,114
DE,1993,IT,114
DK,1996,US,114
DK,2019,US,114
ES,2016,FR,114
FR,2018,DE,114
KR,2020,CA,114
KR,2022,IT,114
PL,2000,US,114
US,1996,KR,114
BR,2014,CH,113
CA,1995,GB,113
CA,2015,FI,113
CL,2020,US,113
CZ,2001,US,113
CZ,2001,DE,113
DE,1996,AT,113
DK,2013,FR,113
FR,2004,JP,113
FR,2015,DE,113
IN,2013,DE,113
MX,2013,CH,113
MX,2015,DE,113
MX,2016,CH,113
MX,2017,DE,113
PH,2021,US,113
PT,2007,US,113
TW,2005,DE,113
TW,2013,GB,113
AU,2019,NL,112
CA,1992,GB,112
CA,2017,FI,112
CN,2002,CH,112
DE,1990,CH,112
DK,1997,DE,112
ES,2004,JP,112
ES,2006,FR,112
FI,2004,RU,112
HK,1997,US,112
PL,2013,FR,112
RU,2005,DE,112
RU,2018,CN,112
ZA,2023,US,112
BR,1997,DE,111
BR,2014,KR,111
CA,1998,GB,111
CA,2003,NL,111
CN,2000,CH,111
DE,2004,NL,111
DE,2005,AT,111
KR,1993,US,111
KR,2009,GB,111
KR,2021,CA,111
MX,2012,CH,111
PT,2002,DE,111
RU,2018,DE,111
BR,2003,JP,110
CA,2003,DK,110
CN,2004,CH,110
CZ,1997,US,110
DE,2008,AT,110
DE,2009,CH,110
DK,1991,DE,110
ES,2007,JP,110
ES,2010,DK,110
ES,2012,DK,110
ES,2015,JP,110
IL,2007,US,110
KR,2005,FR,110
PL,2000,DE,110
PT,2016,US,110
US,2002,CH,110
AT,2009,JP,109
CA,2013,IT,109
CN,1997,CH,109
CN,2003,DK,109
DE,1996,CA,109
DE,2009,TW,109
DE,2018,CN,109
ES,2011,DK,109
HU,1998,DE,109
KR,1998,JP,109
MX,2021,CN,109
RU,2015,CN,109
US,1994,GB,109
AU,2010,CN,108
BR,2004,JP,108
CN,1990,JP,108
CZ,1995,DE,108
DE,1995,CA,108
DE,2002,SE,108
DK,2015,FR,108
FI,1990,DE,108
GB,1994,DE,108
GB,2004,JP,108
GB,2016,CN,108
HK,2013,JP,108
HU,2010,US,108
IN,2012,DE,108
KR,2018,CH,108
MX,2001,DE,108
PL,1999,DE,108
PL,2011,FR,108
PL,2019,FR,108
TW,2022,DE,108
AR,2001,US,107
AU,2007,GB,107
AU,2014,FR,107
BR,2008,NL,107
BR,2014,SE,107
BR,2016,SE,107
CA,2007,NL,107
CA,2016,AU,107
CA,2018,NL,107
CO,2017,US,107
FR,2001,JP,107
GB,2014,JP,107
HU,1993,DE,107
HU,1999,DE,107
HU,2009,US,107
IL,2020,DE,107
KR,2016,CH,107
MX,2007,DE,107
PT,2009,US,107
SG,2017,JP,107
ZA,2012,DE,107
AU,2008,FR,106
AU,2011,CN,106
CA,1993,GB,106
CA,2017,KR,106
CL,2011,US,106
DK,2003,DE,106
GB,2001,JP,106
GB,2015,FR,106
GB,2016,JP,106
HU,2001,DE,106
HU,2011,US,106
IL,2021,CN,106
KR,1999,JP,106
KR,2017,CH,106
KR,2019,CH,106
MY,2016,US,106
NO,1997,DE,106
TW,2010,NL,106
ZA,2019,CN,106
AR,1996,US,105
BR,2005,FR,105
CA,2002,IT,105
CN,1992,JP,105
DE,2002,KR,105
DE,2012,TW,105
GB,2017,CN,105
HK,2000,US,105
HK,2001,US,105
MA,2016,US,105
PL,1994,DE,105
PT,2006,US,105
PT,2014,DE,105
US,1990,GB,105
US,2002,NL,105
AU,2010,CH,104
BR,2017,NL,104
CA,1997,GB,104
CA,2003,AU,104
CA,2006,DK,104
CA,2009,DK,104
CA,2018,DK,104
CA,2019,NL,104
CN,2001,CH,104
DE,1990,NL,104
DE,2004,AT,104
DE,2005,GB,104
DE,2008,TW,104
DE,2012,CH,104
GB,2013,CN,104
GB,2015,CN,104
IL,2021,FR,104
PL,2003,US,104
RU,2016,CN,104
AU,2002,JP,103
CA,2004,AU,103
CA,2008,LI,103
CA,2014,AU,103
CA,2014,BE,103
DK,1997,US,103
DK,2020,DE,103
FI,1992,DE,103
KR,2006,NL,103
KR,2011,CH,103
PL,1999,US,103
PL,2008,FR,103
PT,2011,DE,103
RU,1991,UA,103
US,1997,GB,103
AU,2014,GB,102
BR,2007,GB,102
CA,2010,IT,102
CO,2011,US,102
CZ,1995,US,102
FR,2007,DE,102
MX,2011,CH,102
NO,2000,DE,102
US,1992,GB,102
AR,2013,DE,101
AU,2004,GB,101
AU,2008,LI,101
AU,2009,CH,101
BR,2008,SE,101
BR,2022,JP,101
CN,1994,FR,101
DE,1994,AT,101
DE,2006,AT,101
DE,2014,CN,101
DK,1998,DE,101
DK,2012,FR,101
HU,2002,US,101
ID,1997,US,101
KR,2019,CA,101
NO,2009,US,101
PL,2020,CN,101
PT,2009,DE,101
TW,2006,NL,101
TW,2008,NL,101
US,1993,GB,101
AT,2003,IT,100
AU,2001,DE,100
AU,2002,DE,100
AU,2017,SE,100
CA,2001,CH,100
CA,2002,AU,100
CA,2020,DK,100
CN,2009,KR,100
DE,1995,AT,100
DE,2011,TW,100
GB,2011,JP,100
GB,2020,JP,100
KR,2006,GB,100
KR,2010,CA,100
KR,2014,CH,100
KR,2021,DK,100
KR,2022,CH,100
MX,2021,JP,100
PL,2017,FR,100
PT,1998,US,100
RU,2016,FR,100
US,1999,GB,100
AR,2004,US,99
AT,2004,IT,99
AU,2016,NL,99
AU,2022,DK,99
BR,2006,GB,99
BR,2020,CH,99
BR,2021,GB,99
CA,2022,CH,99
CZ,1998,DE,99
FR,1996,DE,99
GB,2018,JP,99
KR,2008,CN,99
MA,2015,US,99
MX,2017,CH,99
PT,1999,US,99
AU,2010,NL,98
AU,2016,KR,98
BR,2009,NL,98
CA,1991,GB,98
CA,2003,CH,98
CA,2021,NL,98
CN,2005,SE,98
CZ,1996,DE,98
DE,2004,CA,98
FI,1995,SE,98
FR,2010,DE,98
KR,2008,LI,98
PH,2012,US,98
PT,2012,US,98
US,2001,IT,98
AT,2000,CH,97
AT,2003,GB,97
CA,2001,AU,97
CA,2005,IT,97
CN,2005,AU,97
CO,2022,US,97
CZ,2000,US,97
DE,2007,TW,97
DE,2019,CH,97
FR,2015,CH,97
GB,2015,DE,97
KR,2007,GB,97
KR,2015,SE,97
RU,2004,DE,97
TW,2001,DE,97
AU,2022,CA,96
BE,2023,CN,96
BR,2008,CA,96
CA,2008,IT,96
CA,2008,BE,96
CZ,1996,US,96
FR,2009,DE,96
GB,2003,JP,96
HU,1996,DE,96
IL,2021,CH,96
IL,2021,GB,96
KR,2013,SE,96
MA,2018,US,96
MX,2018,JP,96
MY,2020,JP,96
NO,1993,DE,96
TW,2016,GB,96
AU,2009,GB,95
BR,2004,KR,95
CA,2004,NL,95
CA,2008,AU,95
CA,2020,IT,95
CN,2006,CA,95
DE,2011,CN,95
DK,2020,US,95
HK,2003,JP,95
HU,1995,DE,95
HU,2017,US,95
KR,2009,CN,95
MX,2020,JP,95
SG,2017,CN,95
US,1998,KR,95
AU,2005,GB,94
BR,1999,FR,94
BR,2007,CH,94
BR,2015,DK,94
CZ,1993,US,94
DE,1994,CA,94
DE,2005,TW,94
ES,2013,IT,94
KR,2021,IT,94
MX,2012,FR,94
PL,2016,JP,94
RU,2019,JP,94
TR,1999,US,94
TW,2009,NL,94
TW,2013,CH,94
TW,2015,CH,94
AT,1996,CH,93
AT,2005,IT,93
AU,2008,CA,93
AU,2013,NL,93
CA,2004,KR,93
CA,2020,NL,93
CN,2004,AU,93
DE,1992,AT,93
DE,1993,AT,93
DE,1993,SE,93
DK,2015,JP,93
DK,2018,FR,93
ES,2016,JP,93
FR,1998,JP,93
FR,2013,US,93
GB,1991,DE,93
GB,2014,DE,93
HK,2005,JP,93
KR,2023,CH,93
MX,2010,CH,93
TW,2014,FR,93
AR,1997,US,92
BR,2019,GB,92
CA,2007,DK,92
CL,2008,US,92
DE,1993,FI,92
HU,2000,DE,92
IL,2022,CN,92
MX,2019,DE,92
MX,2022,DE,92
PT,2010,DE,92
TW,2014,GB,92
ZA,2013,DE,92
AU,2022,NL,91
BR,2017,FI,91
CA,2019,AU,91
CN,1991,JP,91
CO,2018,US,91
GB,1999,DE,91
TR,1998,US,91
AT,1998,FR,90
BR,2009,CA,90
CA,1997,CH,90
CA,2003,IT,90
CA,2005,NL,90
CA,2019,FI,90
CA,2022,NL,90
DE,2010,TW,90
ES,2005,JP,90
ES,2009,CH,90
HU,1997,DE,90
MX,2017,CN,90
MX,2020,DE,90
PL,1994,US,90
PT,2005,US,90
ZA,2015,DE,90
BR,2019,CH,89
CA,2004,CH,89
CN,2007,SE,89
CN,2007,CA,89
CZ,1992,DE,89
CZ,2000,DE,89
GB,1993,DE,89
GB,2021,DE,89
HU,2013,DE,89
KR,2004,NL,89
MX,2010,JP,89
PT,2000,DE,89
PT,2008,US,89
TW,2011,NL,89
AT,1999,JP,88
AU,2008,GB,88
AU,2012,CA,88
BR,2007,NL,88
CA,1994,GB,88
CA,2005,DK,88
CZ,1994,US,88
DE,2013,TW,88
DE,2016,CH,88
DK,1993,DE,88
DK,2016,FR,88
ES,2003,DE,88
ES,2009,DK,88
ES,2013,CH,88
GB,1997,DE,88
GB,2007,JP,88
GB,2022,JP,88
HK,2001,JP,88
HK,2004,JP,88
HK,2015,US,88
KR,1995,US,88
KR,2016,SE,88
MY,2018,US,88
NO,1991,DE,88
TW,1992,JP,88
AT,2002,NL,87
BR,2016,KR,87
BR,2018,GB,87
BR,2018,NL,87
CA,2006,AU,87
CN,1995,FR,87
CN,2000,GB,87
ES,2001,US,87
ES,2008,DK,87
ES,2023,CN,87
GB,2005,JP,87
GB,2016,FR,87
GB,2017,JP,87
HU,2019,DE,87
IL,2022,DE,87
KR,2008,GB,87
MX,2023,US,87
MY,2005,US,87
NO,2001,JP,87
PL,1995,DE,87
PL,2014,KR,87
PL,2019,CN,87
PT,1997,US,87
SG,2010,JP,87
AT,2003,NL,86
AU,2013,CA,86
CA,2006,BE,86
CA,2009,NL,86
CN,1996,CH,86
FI,1997,US,86
FR,1991,DE,86
FR,2008,DE,86
HU,2015,JP,86
HU,2023,CN,86
ID,1997,JP,86
KR,2007,CH,86
MA,2017,US,86
MA,2018,FR,86
NO,1999,FR,86
NO,2005,DE,86
PH,2020,CN,86
PL,2004,FR,86
PT,2015,DE,86
AT,1993,CH,85
AT,2005,GB,85
AU,2003,CA,85
AU,2007,FR,85
AU,2010,CA,85
AU,2011,CA,85
AU,2015,CA,85
CN,2000,SE,85
CN,2002,IT,85
CN,2008,FR,85
DE,2017,CH,85
FR,2007,JP,85
FR,2020,DE,85
GB,2013,FR,85
HU,2012,DE,85
IL,1993,US,85
KR,2016,NL,85
KR,2017,CA,85
KR,2018,SE,85
KR,2022,SE,85
MX,2014,GB,85
MX,2019,JP,85
PL,2013,NL,85
PL,2020,FR,85
PT,2017,DE,85
RU,2014,CN,85
US,1998,GB,85
US,2000,NL,85
AT,1992,FR,84
AT,2004,GB,84
BR,2002,JP,84
BR,2006,BE,84
BR,2018,DK,84
CA,2018,IT,84
CN,2009,DE,84
FR,2017,DE,84
GR,1997,US,84
HU,2017,DE,84
KR,2007,NL,84
KR,2014,NL,84
KR,2022,DK,84
MX,2003,DE,84
MX,2020,CN,84
PL,1996,DE,84
RU,1995,US,84
UA,2009,US,84
US,1995,CH,84
US,1999,KR,84
AT,1996,FR,83
AU,1998,US,83
AU,2004,FR,83
AU,2006,GB,83
AU,2014,CH,83
AU,2023,CA,83
CN,1998,GB,83
CN,2006,FI,83
CO,2012,US,83
CZ,1999,US,83
DE,2006,IT,83
ES,2017,FR,83
IT,1998,DE,83
KR,2008,NL,83
KR,2008,CH,83
KR,2017,NL,83
LU,2020,CN,83
MY,2006,US,83
MY,2019,US,83
PL,2020,US,83
PT,2001,US,83
PT,2017,US,83
SA,2019,US,83
TW,2019,HK,83
AT,1997,FR,82
AT,1999,GB,82
AT,2010,DE,82
AU,2011,NL,82
BR,2009,KR,82
CA,2007,AU,82
CH,2014,US,82
CN,1999,NL,82
DE,2006,GB,82
DE,2013,CN,82
DK,2013,JP,82
FR,2020,JP,82
GB,2014,FR,82
GB,2019,JP,82
IL,1997,US,82
IL,2005,US,82
PT,2000,US,82
SA,2016,US,82
SE,2013,US,82
SI,2009,US,82
TW,2022,SG,82
US,1995,SE,82
US,2000,SE,82
AT,2002,IT,81
AT,2004,CH,81
AU,2006,FR,81
AU,2023,FR,81
BR,2009,DK,81
BR,2018,SE,81
CA,1990,GB,81
CA,2004,DK,81
CA,2007,IT,81
CA,2009,AU,81
CN,1998,CH,81
CN,2002,CA,81
DE,2015,CN,81
DK,2013,NL,81
ES,2012,IT,81
FI,1995,FR,81
HK,1999,US,81
IL,1998,US,81
IL,2003,US,81
KR,2015,NL,81
KR,2020,TW,81
MX,2022,JP,81
NO,1992,JP,81
PH,2011,JP,81
RU,1994,US,81
AT,1993,FR,80
AT,1998,GB,80
AT,2001,IT,80
AU,2003,GB,80
BR,2008,IT,80
FI,1994,FR,80
FR,1991,US,80
GB,1992,DE,80
GB,2006,JP,80
GB,2013,JP,80
GB,2020,NO,80
HK,2002,JP,80
HU,2020,DE,80
IT,2000,DE,80
KR,2020,NL,80
MX,2018,CN,80
PH,2021,JP,80
